8829,1,4
11784,1,4
14994,3,4
16366,1,4
16780,3,4
17148,3,4
17731,4,4
21126,1,4
24076,4,4
25153,3,4
27389,1,4
28659,10,4
29586,3,4
31770,3,4
32933,2,4
33991,11,4
36701,3,4
36821,12,4
37268,3,4
37579,11,4
39106,3,4
39924,1,4
39948,4,4
43969,3,4
44742,5,4
46093,4,4
49047,4,4
49434,3,4
49711,5,4
51010,9,4
51183,1,4
52703,5,4
56867,3,4
58638,4,4
58733,1,4
58926,4,4
59779,7,4
60013,11,4
62229,11,4
62671,11,4
62760,11,4
63648,1,4
64910,11,4
65262,3,4
65579,3,4
66572,1,4
66711,4,4
67273,4,4
67598,11,4
67754,1,4
68163,4,4
68593,1,4
69226,11,4
69525,4,4
69556,9,4
69653,3,4
69684,9,4
69695,9,4
69873,9,4
69965,11,4
70224,10,4
70400,9,4
70486,3,4
71168,4,4
71726,5,4
72432,4,4
72689,11,4
72713,9,4
73118,4,4
73655,3,4
74122,4,4
74148,10,4
74175,10,4
74226,10,4
74475,10,4
74484,10,4
74510,10,4
74817,9,4
75157,9,4
77514,4,4
77872,9,4
78102,4,4
78325,4,4
79116,11,4
79378,2,4
79489,11,4
79528,9,4
79528,11,4
79782,2,4
80179,1,4
81155,9,4
81218,4,4
81337,1,4
81766,11,4
81790,11,4
82511,1,4
83058,1,4
83221,11,4
83916,7,4
83951,4,4
85523,11,4
86528,15,4
87517,3,4
88132,15,4
88231,3,4
88296,9,4
88339,10,4
88689,14,4
88704,12,4
89002,12,4
89221,9,4
89350,9,4
89374,12,4
89484,16,4
89512,4,4
90073,15,4
90235,1,4
90754,11,4
90961,9,4
91125,4,4
91448,15,4
91614,4,4
92204,9,4
92360,15,4
92445,9,4
92635,11,4
93039,16,4
93320,16,4
93377,16,4
93495,4,4
93599,11,4
93802,16,4
94111,16,4
94210,16,4
94248,16,4
94309,16,4
94310,16,4
94487,9,4
94488,9,4
94489,1,4
94603,16,4
94770,16,4
94975,16,4
95265,12,4
95519,11,4
95590,9,4
95768,16,4
96100,5,4
96259,4,4
96875,1,4
97307,1,4
97578,4,4
97668,12,4
97796,11,4
98099,14,4
98100,14,4
98132,1,4
98503,1,4
98595,15,4
98722,3,4
99051,15,4
99297,5,4
99554,1,4
99589,1,4
99663,15,4
99853,3,4
99991,11,4
100088,1,4
100154,9,4
100655,11,4
100725,5,4
101574,9,4
101681,9,4
101704,9,4
101764,16,4
101852,15,4
101858,1,4
102160,15,4
102881,16,4
103162,16,4
103196,1,4
103476,11,4
103689,15,4
103947,16,4
104299,15,4
104310,1,4
104627,1,4
104833,5,4
106771,16,4
